state,district,month,child_enrolments,adult_enrolments,total_enrolments
Andhra Pradesh,Nalgonda,2025-06,112.0,506.0,618.0
Andhra Pradesh,Nalgonda,2025-07,78.0,222.0,300.0
Andhra Pradesh,Nalgonda,2025-08,120.0,509.0,629.0
Andhra Pradesh,Nalgonda,2025-09,116.0,523.0,639.0
Andhra Pradesh,Nalgonda,2025-10,135.0,580.0,715.0
Andhra Pradesh,Nalgonda,2025-11,122.0,541.0,663.0
Andhra Pradesh,Nalgonda,2025-12,110.0,739.0,849.0
Andhra Pradesh,Nandyal,2025-01,3768.0,2666.0,6434.0
Andhra Pradesh,Nandyal,2025-02,139.0,77.0,216.0
Andhra Pradesh,Nandyal,2025-03,89.0,86.0,175.0
Andhra Pradesh,Nandyal,2025-04,125.0,95.0,220.0
Andhra Pradesh,Nandyal,2025-05,61.0,51.0,112.0
Andhra Pradesh,Nandyal,2025-06,77.0,71.0,148.0
Andhra Pradesh,Nandyal,2025-07,53.0,33.0,86.0
Andhra Pradesh,Nandyal,2025-08,79.0,60.0,139.0
Andhra Pradesh,Nandyal,2025-09,81.0,65.0,146.0
Andhra Pradesh,Nandyal,2025-10,65.0,65.0,130.0
Andhra Pradesh,Nandyal,2025-11,66.0,70.0,136.0
Andhra Pradesh,Nandyal,2025-12,90.0,64.0,154.0
Andhra Pradesh,Nellore,2025-01,68805.0,36501.0,105306.0
Andhra Pradesh,Nellore,2025-02,1120.0,960.0,2080.0
Andhra Pradesh,Nellore,2025-03,951.0,1002.0,1953.0
Andhra Pradesh,Nellore,2025-04,1182.0,1171.0,2353.0
Andhra Pradesh,Nellore,2025-05,734.0,668.0,1402.0
Andhra Pradesh,Nellore,2025-06,915.0,914.0,1829.0
Andhra Pradesh,Nellore,2025-07,907.0,557.0,1464.0
Andhra Pradesh,Nellore,2025-08,964.0,901.0,1865.0
Andhra Pradesh,Nellore,2025-09,589.0,867.0,1456.0
Andhra Pradesh,Nellore,2025-10,1074.0,972.0,2046.0
Andhra Pradesh,Nellore,2025-11,1018.0,998.0,2016.0
Andhra Pradesh,Nellore,2025-12,1156.0,1224.0,2380.0
Andhra Pradesh,Nizamabad,2025-01,1461.0,3783.0,5244.0
Andhra Pradesh,Nizamabad,2025-02,86.0,153.0,239.0
Andhra Pradesh,Nizamabad,2025-03,113.0,210.0,323.0
Andhra Pradesh,Nizamabad,2025-04,105.0,176.0,281.0
Andhra Pradesh,Nizamabad,2025-05,42.0,62.0,104.0
Andhra Pradesh,Nizamabad,2025-06,55.0,141.0,196.0
Andhra Pradesh,Nizamabad,2025-07,42.0,80.0,122.0
Andhra Pradesh,Nizamabad,2025-08,69.0,108.0,177.0
Andhra Pradesh,Nizamabad,2025-09,58.0,114.0,172.0
Andhra Pradesh,Nizamabad,2025-10,81.0,181.0,262.0
Andhra Pradesh,Nizamabad,2025-11,79.0,167.0,246.0
Andhra Pradesh,Nizamabad,2025-12,69.0,223.0,292.0
Andhra Pradesh,Palnadu,2025-01,4034.0,2712.0,6746.0
Andhra Pradesh,Palnadu,2025-02,65.0,65.0,130.0
Andhra Pradesh,Palnadu,2025-03,70.0,74.0,144.0
Andhra Pradesh,Palnadu,2025-04,90.0,76.0,166.0
Andhra Pradesh,Palnadu,2025-05,58.0,36.0,94.0
Andhra Pradesh,Palnadu,2025-06,82.0,56.0,138.0
Andhra Pradesh,Palnadu,2025-07,54.0,29.0,83.0
Andhra Pradesh,Palnadu,2025-08,55.0,55.0,110.0
Andhra Pradesh,Palnadu,2025-09,41.0,41.0,82.0
Andhra Pradesh,Palnadu,2025-10,74.0,57.0,131.0
Andhra Pradesh,Palnadu,2025-11,68.0,56.0,124.0
Andhra Pradesh,Palnadu,2025-12,83.0,77.0,160.0
Andhra Pradesh,Parvathipuram Manyam,2025-01,3773.0,3620.0,7393.0
Andhra Pradesh,Parvathipuram Manyam,2025-02,49.0,74.0,123.0
Andhra Pradesh,Parvathipuram Manyam,2025-03,44.0,82.0,126.0
Andhra Pradesh,Parvathipuram Manyam,2025-04,50.0,106.0,156.0
Andhra Pradesh,Parvathipuram Manyam,2025-05,30.0,64.0,94.0
Andhra Pradesh,Parvathipuram Manyam,2025-06,35.0,56.0,91.0
Andhra Pradesh,Parvathipuram Manyam,2025-07,23.0,31.0,54.0
Andhra Pradesh,Parvathipuram Manyam,2025-08,50.0,66.0,116.0
Andhra Pradesh,Parvathipuram Manyam,2025-09,38.0,72.0,110.0
Andhra Pradesh,Parvathipuram Manyam,2025-10,59.0,58.0,117.0
Andhra Pradesh,Parvathipuram Manyam,2025-11,51.0,89.0,140.0
Andhra Pradesh,Parvathipuram Manyam,2025-12,45.0,101.0,146.0
Andhra Pradesh,Prakasam,2025-01,98658.0,45198.0,143856.0
Andhra Pradesh,Prakasam,2025-02,1645.0,1303.0,2948.0
Andhra Pradesh,Prakasam,2025-03,1324.0,1516.0,2840.0
Andhra Pradesh,Prakasam,2025-04,1887.0,1872.0,3759.0
Andhra Pradesh,Prakasam,2025-05,1125.0,956.0,2081.0
Andhra Pradesh,Prakasam,2025-06,1364.0,1220.0,2584.0
Andhra Pradesh,Prakasam,2025-07,1059.0,604.0,1663.0
Andhra Pradesh,Prakasam,2025-08,1299.0,1115.0,2414.0
Andhra Pradesh,Prakasam,2025-09,994.0,1074.0,2068.0
Andhra Pradesh,Prakasam,2025-10,1391.0,1369.0,2760.0
Andhra Pradesh,Prakasam,2025-11,1414.0,1190.0,2604.0
Andhra Pradesh,Prakasam,2025-12,1526.0,1596.0,3122.0
Andhra Pradesh,Rangareddi,2025-01,6711.0,25224.0,31935.0
Andhra Pradesh,Rangareddi,2025-02,285.0,708.0,993.0
Andhra Pradesh,Rangareddi,2025-03,298.0,804.0,1102.0
Andhra Pradesh,Rangareddi,2025-04,322.0,896.0,1218.0
Andhra Pradesh,Rangareddi,2025-05,128.0,365.0,493.0
Andhra Pradesh,Rangareddi,2025-06,230.0,494.0,724.0
Andhra Pradesh,Rangareddi,2025-07,180.0,342.0,522.0
Andhra Pradesh,Rangareddi,2025-08,283.0,619.0,902.0
Andhra Pradesh,Rangareddi,2025-09,186.0,685.0,871.0
Andhra Pradesh,Rangareddi,2025-10,257.0,778.0,1035.0
Andhra Pradesh,Rangareddi,2025-11,294.0,740.0,1034.0
Andhra Pradesh,Rangareddi,2025-12,304.0,846.0,1150.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-01,3758.0,2276.0,6034.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-02,105.0,57.0,162.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03,74.0,57.0,131.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04,103.0,68.0,171.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05,59.0,30.0,89.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06,81.0,60.0,141.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07,48.0,23.0,71.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-08,76.0,37.0,113.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09,52.0,53.0,105.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10,106.0,57.0,163.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11,91.0,46.0,137.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12,113.0,57.0,170.0
Andhra Pradesh,Sri Sathya Sai,2025-01,3829.0,2668.0,6497.0
Andhra Pradesh,Sri Sathya Sai,2025-02,60.0,99.0,159.0
Andhra Pradesh,Sri Sathya Sai,2025-03,87.0,94.0,181.0
Andhra Pradesh,Sri Sathya Sai,2025-04,70.0,113.0,183.0
Andhra Pradesh,Sri Sathya Sai,2025-05,56.0,71.0,127.0
Andhra Pradesh,Sri Sathya Sai,2025-06,56.0,80.0,136.0
Andhra Pradesh,Sri Sathya Sai,2025-07,45.0,40.0,85.0
Andhra Pradesh,Sri Sathya Sai,2025-08,60.0,73.0,133.0
Andhra Pradesh,Sri Sathya Sai,2025-09,30.0,72.0,102.0
Andhra Pradesh,Sri Sathya Sai,2025-10,59.0,77.0,136.0
Andhra Pradesh,Sri Sathya Sai,2025-11,52.0,99.0,151.0
Andhra Pradesh,Sri Sathya Sai,2025-12,68.0,124.0,192.0
Andhra Pradesh,Srikakulam,2025-01,91794.0,41437.0,133231.0
Andhra Pradesh,Srikakulam,2025-02,1258.0,1102.0,2360.0
Andhra Pradesh,Srikakulam,2025-03,1173.0,1221.0,2394.0
Andhra Pradesh,Srikakulam,2025-04,1445.0,1368.0,2813.0
Andhra Pradesh,Srikakulam,2025-05,869.0,752.0,1621.0
Andhra Pradesh,Srikakulam,2025-06,1003.0,1010.0,2013.0
Andhra Pradesh,Srikakulam,2025-07,811.0,521.0,1332.0
Andhra Pradesh,Srikakulam,2025-08,926.0,866.0,1792.0
Andhra Pradesh,Srikakulam,2025-09,748.0,976.0,1724.0
Andhra Pradesh,Srikakulam,2025-10,932.0,1191.0,2123.0
Andhra Pradesh,Srikakulam,2025-11,952.0,1095.0,2047.0
Andhra Pradesh,Srikakulam,2025-12,976.0,1244.0,2220.0
Andhra Pradesh,Tirupati,2025-01,3359.0,3144.0,6503.0
Andhra Pradesh,Tirupati,2025-02,79.0,66.0,145.0
Andhra Pradesh,Tirupati,2025-03,84.0,50.0,134.0
Andhra Pradesh,Tirupati,2025-04,106.0,88.0,194.0
Andhra Pradesh,Tirupati,2025-05,50.0,56.0,106.0
Andhra Pradesh,Tirupati,2025-06,64.0,71.0,135.0
Andhra Pradesh,Tirupati,2025-07,70.0,33.0,103.0
Andhra Pradesh,Tirupati,2025-08,73.0,65.0,138.0
Andhra Pradesh,Tirupati,2025-09,59.0,62.0,121.0
Andhra Pradesh,Tirupati,2025-10,75.0,77.0,152.0
Andhra Pradesh,Tirupati,2025-11,76.0,70.0,146.0
Andhra Pradesh,Tirupati,2025-12,76.0,95.0,171.0
Andhra Pradesh,Visakhapatnam,2025-01,138852.0,75062.0,213914.0
Andhra Pradesh,Visakhapatnam,2025-02,2401.0,1655.0,4056.0
Andhra Pradesh,Visakhapatnam,2025-03,1905.0,1744.0,3649.0
Andhra Pradesh,Visakhapatnam,2025-04,2475.0,2341.0,4816.0
Andhra Pradesh,Visakhapatnam,2025-05,1953.0,1517.0,3470.0
Andhra Pradesh,Visakhapatnam,2025-06,2304.0,1784.0,4088.0
Andhra Pradesh,Visakhapatnam,2025-07,1961.0,1076.0,3037.0
Andhra Pradesh,Visakhapatnam,2025-08,2100.0,1642.0,3742.0
Andhra Pradesh,Visakhapatnam,2025-09,1700.0,1592.0,3292.0
Andhra Pradesh,Visakhapatnam,2025-10,2037.0,1967.0,4004.0
Andhra Pradesh,Visakhapatnam,2025-11,2083.0,1766.0,3849.0
Andhra Pradesh,Visakhapatnam,2025-12,2114.0,2005.0,4119.0
Andhra Pradesh,Vizianagaram,2025-01,70513.0,34682.0,105195.0
Andhra Pradesh,Vizianagaram,2025-02,1108.0,1010.0,2118.0
Andhra Pradesh,Vizianagaram,2025-03,929.0,1032.0,1961.0
Andhra Pradesh,Vizianagaram,2025-04,1225.0,1283.0,2508.0
Andhra Pradesh,Vizianagaram,2025-05,678.0,607.0,1285.0
Andhra Pradesh,Vizianagaram,2025-06,1051.0,986.0,2037.0
Andhra Pradesh,Vizianagaram,2025-07,716.0,480.0,1196.0
Andhra Pradesh,Vizianagaram,2025-08,948.0,891.0,1839.0
Andhra Pradesh,Vizianagaram,2025-09,802.0,1075.0,1877.0
Andhra Pradesh,Vizianagaram,2025-10,1016.0,1058.0,2074.0
Andhra Pradesh,Vizianagaram,2025-11,1208.0,1027.0,2235.0
Andhra Pradesh,Vizianagaram,2025-12,1390.0,1197.0,2587.0
Andhra Pradesh,Warangal,2025-01,7143.0,21384.0,28527.0
Andhra Pradesh,Warangal,2025-02,248.0,649.0,897.0
Andhra Pradesh,Warangal,2025-03,256.0,802.0,1058.0
Andhra Pradesh,Warangal,2025-04,382.0,949.0,1331.0
Andhra Pradesh,Warangal,2025-05,157.0,420.0,577.0
Andhra Pradesh,Warangal,2025-06,229.0,622.0,851.0
Andhra Pradesh,Warangal,2025-07,149.0,443.0,592.0
Andhra Pradesh,Warangal,2025-08,236.0,558.0,794.0
Andhra Pradesh,Warangal,2025-09,224.0,643.0,867.0
Andhra Pradesh,Warangal,2025-10,342.0,776.0,1118.0
Andhra Pradesh,Warangal,2025-11,283.0,668.0,951.0
Andhra Pradesh,Warangal,2025-12,241.0,897.0,1138.0
Andhra Pradesh,West Godavari,2025-01,94430.0,50464.0,144894.0
Andhra Pradesh,West Godavari,2025-02,1499.0,1237.0,2736.0
Andhra Pradesh,West Godavari,2025-03,1399.0,1274.0,2673.0
Andhra Pradesh,West Godavari,2025-04,1913.0,1637.0,3550.0
Andhra Pradesh,West Godavari,2025-05,1217.0,898.0,2115.0
Andhra Pradesh,West Godavari,2025-06,1628.0,1307.0,2935.0
Andhra Pradesh,West Godavari,2025-07,1243.0,724.0,1967.0
Andhra Pradesh,West Godavari,2025-08,1369.0,1154.0,2523.0
Andhra Pradesh,West Godavari,2025-09,1230.0,1299.0,2529.0
Andhra Pradesh,West Godavari,2025-10,1398.0,1375.0,2773.0
Andhra Pradesh,West Godavari,2025-11,1495.0,1393.0,2888.0
Andhra Pradesh,West Godavari,2025-12,1508.0,1534.0,3042.0
Andhra Pradesh,Y. S. R,2025-01,3129.0,2128.0,5257.0
Andhra Pradesh,Y. S. R,2025-02,102.0,65.0,167.0
Andhra Pradesh,Y. S. R,2025-03,84.0,64.0,148.0
Andhra Pradesh,Y. S. R,2025-04,85.0,71.0,156.0
Andhra Pradesh,Y. S. R,2025-05,59.0,44.0,103.0
Andhra Pradesh,Y. S. R,2025-06,91.0,79.0,170.0
Andhra Pradesh,Y. S. R,2025-07,68.0,47.0,115.0
Andhra Pradesh,Y. S. R,2025-08,58.0,58.0,116.0
Andhra Pradesh,Y. S. R,2025-09,51.0,53.0,104.0
Andhra Pradesh,Y. S. R,2025-10,42.0,64.0,106.0
Andhra Pradesh,Y. S. R,2025-11,57.0,72.0,129.0
Andhra Pradesh,Y. S. R,2025-12,85.0,58.0,143.0
Arunachal Pradesh,Anjaw,2025-01,332.0,374.0,706.0
Arunachal Pradesh,Anjaw,2025-02,20.0,3.0,23.0
Arunachal Pradesh,Anjaw,2025-03,17.0,7.0,24.0
Arunachal Pradesh,Anjaw,2025-04,14.0,5.0,19.0
Arunachal Pradesh,Anjaw,2025-05,10.0,8.0,18.0
Arunachal Pradesh,Anjaw,2025-06,16.0,4.0,20.0
Arunachal Pradesh,Anjaw,2025-07,2.0,0.0,2.0
Arunachal Pradesh,Anjaw,2025-08,51.0,3.0,54.0
Arunachal Pradesh,Anjaw,2025-09,12.0,4.0,16.0
Arunachal Pradesh,Anjaw,2025-10,28.0,4.0,32.0
Arunachal Pradesh,Anjaw,2025-11,32.0,10.0,42.0
Arunachal Pradesh,Anjaw,2025-12,8.0,3.0,11.0
Arunachal Pradesh,Changlang,2025-01,2437.0,1628.0,4065.0
Arunachal Pradesh,Changlang,2025-02,256.0,57.0,313.0
Arunachal Pradesh,Changlang,2025-03,278.0,66.0,344.0
Arunachal Pradesh,Changlang,2025-04,254.0,88.0,342.0
Arunachal Pradesh,Changlang,2025-05,151.0,48.0,199.0
Arunachal Pradesh,Changlang,2025-06,142.0,28.0,170.0
Arunachal Pradesh,Changlang,2025-07,240.0,34.0,274.0
Arunachal Pradesh,Changlang,2025-08,172.0,79.0,251.0
Arunachal Pradesh,Changlang,2025-09,192.0,41.0,233.0
Arunachal Pradesh,Changlang,2025-10,103.0,48.0,151.0
Arunachal Pradesh,Changlang,2025-11,125.0,50.0,175.0
Arunachal Pradesh,Changlang,2025-12,175.0,49.0,224.0
Arunachal Pradesh,Dibang Valley,2025-01,96.0,111.0,207.0
Arunachal Pradesh,Dibang Valley,2025-02,0.0,1.0,1.0
Arunachal Pradesh,Dibang Valley,2025-03,4.0,1.0,5.0
Arunachal Pradesh,Dibang Valley,2025-04,8.0,3.0,11.0
Arunachal Pradesh,Dibang Valley,2025-05,2.0,1.0,3.0
Arunachal Pradesh,Dibang Valley,2025-06,2.0,8.0,10.0
Arunachal Pradesh,Dibang Valley,2025-07,1.0,3.0,4.0
Arunachal Pradesh,Dibang Valley,2025-08,13.0,5.0,18.0
Arunachal Pradesh,Dibang Valley,2025-09,8.0,3.0,11.0
Arunachal Pradesh,Dibang Valley,2025-10,26.0,1.0,27.0
Arunachal Pradesh,Dibang Valley,2025-11,16.0,6.0,22.0
Arunachal Pradesh,Dibang Valley,2025-12,36.0,0.0,36.0
Arunachal Pradesh,East Kameng,2025-01,1274.0,1041.0,2315.0
Arunachal Pradesh,East Kameng,2025-02,16.0,16.0,32.0
Arunachal Pradesh,East Kameng,2025-03,33.0,23.0,56.0
Arunachal Pradesh,East Kameng,2025-04,104.0,42.0,146.0
Arunachal Pradesh,East Kameng,2025-05,121.0,29.0,150.0
Arunachal Pradesh,East Kameng,2025-06,65.0,19.0,84.0
Arunachal Pradesh,East Kameng,2025-07,63.0,11.0,74.0
Arunachal Pradesh,East Kameng,2025-08,123.0,20.0,143.0
Arunachal Pradesh,East Kameng,2025-09,60.0,11.0,71.0
Arunachal Pradesh,East Kameng,2025-10,65.0,24.0,89.0
Arunachal Pradesh,East Kameng,2025-11,77.0,19.0,96.0
Arunachal Pradesh,East Kameng,2025-12,43.0,22.0,65.0
Arunachal Pradesh,East Siang,2025-01,865.0,675.0,1540.0
Arunachal Pradesh,East Siang,2025-02,74.0,11.0,85.0
Arunachal Pradesh,East Siang,2025-03,63.0,14.0,77.0
Arunachal Pradesh,East Siang,2025-04,102.0,19.0,121.0
Arunachal Pradesh,East Siang,2025-05,52.0,15.0,67.0
Arunachal Pradesh,East Siang,2025-06,51.0,11.0,62.0
Arunachal Pradesh,East Siang,2025-07,63.0,16.0,79.0
Arunachal Pradesh,East Siang,2025-08,49.0,17.0,66.0
Arunachal Pradesh,East Siang,2025-09,55.0,15.0,70.0
Arunachal Pradesh,East Siang,2025-10,64.0,25.0,89.0
Arunachal Pradesh,East Siang,2025-11,49.0,15.0,64.0
Arunachal Pradesh,East Siang,2025-12,74.0,21.0,95.0
Arunachal Pradesh,Kamle,2025-01,38.0,58.0,96.0
Arunachal Pradesh,Kamle,2025-02,0.0,2.0,2.0
Arunachal Pradesh,Kamle,2025-03,1.0,3.0,4.0
Arunachal Pradesh,Kamle,2025-04,3.0,0.0,3.0
Arunachal Pradesh,Kamle,2025-05,1.0,2.0,3.0
Arunachal Pradesh,Kamle,2025-06,1.0,1.0,2.0
Arunachal Pradesh,Kamle,2025-07,0.0,5.0,5.0
Arunachal Pradesh,Kamle,2025-08,1.0,1.0,2.0
Arunachal Pradesh,Kamle,2025-09,1.0,0.0,1.0
Arunachal Pradesh,Kamle,2025-10,0.0,1.0,1.0
Arunachal Pradesh,Kamle,2025-11,1.0,1.0,2.0
Arunachal Pradesh,Kamle,2025-12,0.0,1.0,1.0
Arunachal Pradesh,Kra Daadi,2025-01,492.0,422.0,914.0
Arunachal Pradesh,Kra Daadi,2025-02,9.0,5.0,14.0
Arunachal Pradesh,Kra Daadi,2025-03,14.0,6.0,20.0
Arunachal Pradesh,Kra Daadi,2025-04,14.0,5.0,19.0
Arunachal Pradesh,Kra Daadi,2025-05,8.0,3.0,11.0
Arunachal Pradesh,Kra Daadi,2025-06,2.0,3.0,5.0
Arunachal Pradesh,Kra Daadi,2025-07,10.0,4.0,14.0
Arunachal Pradesh,Kra Daadi,2025-08,13.0,8.0,21.0
Arunachal Pradesh,Kra Daadi,2025-09,6.0,3.0,9.0
Arunachal Pradesh,Kra Daadi,2025-10,11.0,6.0,17.0
Arunachal Pradesh,Kra Daadi,2025-11,11.0,4.0,15.0
Arunachal Pradesh,Kra Daadi,2025-12,8.0,3.0,11.0
Arunachal Pradesh,Kurung Kumey,2025-01,621.0,1842.0,2463.0
Arunachal Pradesh,Kurung Kumey,2025-02,6.0,10.0,16.0
Arunachal Pradesh,Kurung Kumey,2025-03,22.0,29.0,51.0
Arunachal Pradesh,Kurung Kumey,2025-04,16.0,7.0,23.0
Arunachal Pradesh,Kurung Kumey,2025-05,21.0,7.0,28.0
Arunachal Pradesh,Kurung Kumey,2025-06,8.0,5.0,13.0
Arunachal Pradesh,Kurung Kumey,2025-07,24.0,4.0,28.0
Arunachal Pradesh,Kurung Kumey,2025-08,47.0,23.0,70.0
Arunachal Pradesh,Kurung Kumey,2025-09,11.0,17.0,28.0
Arunachal Pradesh,Kurung Kumey,2025-10,33.0,15.0,48.0
Arunachal Pradesh,Kurung Kumey,2025-11,50.0,14.0,64.0
Arunachal Pradesh,Kurung Kumey,2025-12,61.0,3.0,64.0
Arunachal Pradesh,Leparada,2025-01,2.0,0.0,2.0
Arunachal Pradesh,Leparada,2025-02,0.0,0.0,0.0
Arunachal Pradesh,Leparada,2025-03,1.0,0.0,1.0
Arunachal Pradesh,Leparada,2025-04,1.0,0.0,1.0
Arunachal Pradesh,Leparada,2025-05,4.0,0.0,4.0
Arunachal Pradesh,Leparada,2025-06,0.0,0.0,0.0
Arunachal Pradesh,Leparada,2025-07,0.0,0.0,0.0
Arunachal Pradesh,Leparada,2025-08,2.0,0.0,2.0
Arunachal Pradesh,Leparada,2025-09,3.0,0.0,3.0
Arunachal Pradesh,Leparada,2025-10,0.0,0.0,0.0
Arunachal Pradesh,Leparada,2025-11,0.0,1.0,1.0
Arunachal Pradesh,Leparada,2025-12,2.0,0.0,2.0
Arunachal Pradesh,Lohit,2025-01,700.0,1469.0,2169.0
Arunachal Pradesh,Lohit,2025-02,75.0,20.0,95.0
Arunachal Pradesh,Lohit,2025-03,68.0,25.0,93.0
Arunachal Pradesh,Lohit,2025-04,74.0,35.0,109.0
Arunachal Pradesh,Lohit,2025-05,30.0,21.0,51.0
Arunachal Pradesh,Lohit,2025-06,79.0,12.0,91.0
Arunachal Pradesh,Lohit,2025-07,35.0,20.0,55.0
Arunachal Pradesh,Lohit,2025-08,50.0,29.0,79.0
Arunachal Pradesh,Lohit,2025-09,34.0,31.0,65.0
Arunachal Pradesh,Lohit,2025-10,50.0,30.0,80.0
Arunachal Pradesh,Lohit,2025-11,46.0,30.0,76.0
Arunachal Pradesh,Lohit,2025-12,63.0,33.0,96.0
Arunachal Pradesh,Longding,2025-01,930.0,706.0,1636.0
Arunachal Pradesh,Longding,2025-02,21.0,16.0,37.0
Arunachal Pradesh,Longding,2025-03,39.0,17.0,56.0
Arunachal Pradesh,Longding,2025-04,44.0,21.0,65.0
Arunachal Pradesh,Longding,2025-05,26.0,10.0,36.0
Arunachal Pradesh,Longding,2025-06,10.0,11.0,21.0
Arunachal Pradesh,Longding,2025-07,49.0,12.0,61.0
Arunachal Pradesh,Longding,2025-08,10.0,16.0,26.0
Arunachal Pradesh,Longding,2025-09,19.0,16.0,35.0
Arunachal Pradesh,Longding,2025-10,17.0,14.0,31.0
Arunachal Pradesh,Longding,2025-11,46.0,15.0,61.0
Arunachal Pradesh,Longding,2025-12,30.0,7.0,37.0
Arunachal Pradesh,Lower Dibang Valley,2025-01,560.0,551.0,1111.0
Arunachal Pradesh,Lower Dibang Valley,2025-02,12.0,10.0,22.0
Arunachal Pradesh,Lower Dibang Valley,2025-03,31.0,16.0,47.0
Arunachal Pradesh,Lower Dibang Valley,2025-04,54.0,15.0,69.0
Arunachal Pradesh,Lower Dibang Valley,2025-05,15.0,10.0,25.0
Arunachal Pradesh,Lower Dibang Valley,2025-06,10.0,10.0,20.0
Arunachal Pradesh,Lower Dibang Valley,2025-07,37.0,9.0,46.0
Arunachal Pradesh,Lower Dibang Valley,2025-08,20.0,6.0,26.0
Arunachal Pradesh,Lower Dibang Valley,2025-09,13.0,27.0,40.0
Arunachal Pradesh,Lower Dibang Valley,2025-10,31.0,14.0,45.0
Arunachal Pradesh,Lower Dibang Valley,2025-11,10.0,13.0,23.0
Arunachal Pradesh,Lower Dibang Valley,2025-12,39.0,19.0,58.0
Arunachal Pradesh,Lower Siang,2025-01,52.0,24.0,76.0
Arunachal Pradesh,Lower Siang,2025-02,2.0,1.0,3.0
Arunachal Pradesh,Lower Siang,2025-03,9.0,0.0,9.0
Arunachal Pradesh,Lower Siang,2025-04,39.0,2.0,41.0
Arunachal Pradesh,Lower Siang,2025-05,25.0,2.0,27.0
Arunachal Pradesh,Lower Siang,2025-06,19.0,0.0,19.0
Arunachal Pradesh,Lower Siang,2025-07,4.0,1.0,5.0
Arunachal Pradesh,Lower Siang,2025-08,6.0,3.0,9.0
Arunachal Pradesh,Lower Siang,2025-09,3.0,1.0,4.0
Arunachal Pradesh,Lower Siang,2025-10,15.0,1.0,16.0
Arunachal Pradesh,Lower Siang,2025-11,15.0,3.0,18.0
Arunachal Pradesh,Lower Siang,2025-12,18.0,1.0,19.0
Arunachal Pradesh,Lower Subansiri,2025-01,860.0,822.0,1682.0
Arunachal Pradesh,Lower Subansiri,2025-02,21.0,19.0,40.0
Arunachal Pradesh,Lower Subansiri,2025-03,39.0,20.0,59.0
Arunachal Pradesh,Lower Subansiri,2025-04,29.0,18.0,47.0
Arunachal Pradesh,Lower Subansiri,2025-05,21.0,13.0,34.0
Arunachal Pradesh,Lower Subansiri,2025-06,3.0,5.0,8.0
Arunachal Pradesh,Lower Subansiri,2025-07,5.0,7.0,12.0
Arunachal Pradesh,Lower Subansiri,2025-08,10.0,10.0,20.0
Arunachal Pradesh,Lower Subansiri,2025-09,18.0,12.0,30.0
Arunachal Pradesh,Lower Subansiri,2025-10,51.0,16.0,67.0
Arunachal Pradesh,Lower Subansiri,2025-11,34.0,21.0,55.0
Arunachal Pradesh,Lower Subansiri,2025-12,29.0,10.0,39.0
Arunachal Pradesh,Namsai,2025-01,1797.0,1867.0,3664.0
Arunachal Pradesh,Namsai,2025-02,112.0,15.0,127.0
Arunachal Pradesh,Namsai,2025-03,85.0,24.0,109.0
Arunachal Pradesh,Namsai,2025-04,167.0,26.0,193.0
Arunachal Pradesh,Namsai,2025-05,96.0,14.0,110.0
Arunachal Pradesh,Namsai,2025-06,79.0,9.0,88.0
Arunachal Pradesh,Namsai,2025-07,193.0,28.0,221.0
Arunachal Pradesh,Namsai,2025-08,55.0,23.0,78.0
Arunachal Pradesh,Namsai,2025-09,74.0,21.0,95.0
Arunachal Pradesh,Namsai,2025-10,88.0,49.0,137.0
Arunachal Pradesh,Namsai,2025-11,87.0,22.0,109.0
Arunachal Pradesh,Namsai,2025-12,130.0,28.0,158.0
Arunachal Pradesh,Pakke Kessang,2025-01,12.0,6.0,18.0
Arunachal Pradesh,Pakke Kessang,2025-02,1.0,2.0,3.0
Arunachal Pradesh,Pakke Kessang,2025-03,0.0,1.0,1.0
Arunachal Pradesh,Pakke Kessang,2025-04,1.0,2.0,3.0
Arunachal Pradesh,Pakke Kessang,2025-05,0.0,3.0,3.0
Arunachal Pradesh,Pakke Kessang,2025-06,0.0,2.0,2.0
Arunachal Pradesh,Pakke Kessang,2025-07,0.0,0.0,0.0
Arunachal Pradesh,Pakke Kessang,2025-08,0.0,1.0,1.0
Arunachal Pradesh,Pakke Kessang,2025-09,0.0,1.0,1.0
Arunachal Pradesh,Pakke Kessang,2025-10,0.0,2.0,2.0
Arunachal Pradesh,Pakke Kessang,2025-11,3.0,4.0,7.0
Arunachal Pradesh,Pakke Kessang,2025-12,2.0,1.0,3.0
Arunachal Pradesh,Papum Pare,2025-01,2480.0,3241.0,5721.0
Arunachal Pradesh,Papum Pare,2025-02,78.0,40.0,118.0
Arunachal Pradesh,Papum Pare,2025-03,160.0,62.0,222.0
Arunachal Pradesh,Papum Pare,2025-04,175.0,43.0,218.0
